Selection treatment,Line,Maternal age,Maternal.ID,Sex,Development,Lifespan
Short-life,GreenShort,1,GreenShort15,M,22,17
Short-life,GreenShort,1,GreenShort15,M,22,15
Short-life,GreenShort,1,GreenShort15,F,21,25
Short-life,GreenShort,1,GreenShort15,F,22,34
Short-life,GreenShort,1,GreenShort15,F,21,25
Short-life,GreenShort,1,GreenShort15,F,24,21
Short-life,GreenShort,1,GreenShort15,F,21,30
Short-life,GreenShort,1,GreenShort15,M,23,21
Short-life,GreenShort,1,GreenShort15,F,21,22
Short-life,GreenShort,1,GreenShort15,M,21,17
Short-life,GreenShort,1,GreenShort15,M,24,14
Short-life,GreenShort,1,GreenShort15,M,20,16
Short-life,GreenShort,1,GreenShort15,M,21,19
Short-life,GreenShort,1,GreenShort15,F,21,22
Short-life,GreenShort,1,GreenShort15,M,23,15
Short-life,GreenShort,1,GreenShort15,F,23,23
Short-life,GreenShort,1,GreenShort15,M,22,18
Short-life,GreenShort,1,GreenShort15,F,22,29
Short-life,GreenShort,1,GreenShort15,M,22,15
Short-life,GreenShort,1,GreenShort15,M,20,21
Short-life,GreenShort,1,GreenShort15,F,21,26
Short-life,GreenShort,1,GreenShort15,M,22,19
Short-life,GreenShort,1,GreenShort15,M,22,14
Short-life,GreenShort,1,GreenShort15,F,23,27
Short-life,GreenShort,1,GreenShort15,M,21,19
Short-life,GreenShort,1,GreenShort15,F,21,34
Short-life,GreenShort,1,GreenShort15,M,21,13
Short-life,GreenShort,1,GreenShort15,F,23,25
Short-life,GreenShort,1,GreenShort15,F,24,27
Short-life,GreenShort,1,GreenShort15,F,21,23
Short-life,GreenShort,1,GreenShort15,M,21,23
Short-life,GreenShort,1,GreenShort15,F,22,34
Short-life,GreenShort,1,GreenShort15,F,22,28
Short-life,GreenShort,1,GreenShort15,M,21,21
Short-life,GreenShort,1,GreenShort15,F,22,23
Short-life,GreenShort,1,GreenShort15,F,22,20
Short-life,GreenShort,1,GreenShort15,M,21,18
Short-life,GreenShort,1,GreenShort15,F,23,34
Short-life,GreenShort,1,GreenShort15,M,21,15
Short-life,GreenShort,1,GreenShort15,F,23,20
Short-life,GreenShort,1,GreenShort15,F,21,30
Short-life,GreenShort,1,GreenShort15,M,21,13
Short-life,GreenShort,1,GreenShort15,F,22,25
Short-life,GreenShort,1,GreenShort16,F,22,24
Short-life,GreenShort,1,GreenShort16,M,24,20
Short-life,GreenShort,1,GreenShort16,M,23,22
Short-life,GreenShort,1,GreenShort16,F,23,27
Short-life,GreenShort,1,GreenShort16,M,23,16
Short-life,GreenShort,1,GreenShort16,F,22,25
Short-life,GreenShort,1,GreenShort16,F,22,26
Short-life,GreenShort,1,GreenShort16,F,23,30
Short-life,GreenShort,1,GreenShort16,F,23,27
Short-life,GreenShort,1,GreenShort16,M,24,22
Short-life,GreenShort,1,GreenShort16,M,21,15
Short-life,GreenShort,1,GreenShort16,M,22,19
Short-life,GreenShort,1,GreenShort16,F,23,25
Short-life,GreenShort,1,GreenShort16,F,23,32
Short-life,GreenShort,1,GreenShort16,M,23,19
Short-life,GreenShort,1,GreenShort16,M,23,16
Short-life,GreenShort,1,GreenShort16,M,22,12
Short-life,GreenShort,1,GreenShort16,M,21,17
Short-life,GreenShort,1,GreenShort16,M,22,18
Short-life,GreenShort,1,GreenShort16,F,23,30
Short-life,GreenShort,1,GreenShort16,F,24,23
Short-life,GreenShort,1,GreenShort16,F,24,25
Short-life,GreenShort,1,GreenShort16,M,23,17
Short-life,GreenShort,1,GreenShort16,M,23,12
Short-life,GreenShort,1,GreenShort16,F,24,27
Short-life,GreenShort,1,GreenShort16,M,23,21
Short-life,GreenShort,1,GreenShort16,M,21,18
Short-life,GreenShort,1,GreenShort16,M,23,16
Short-life,GreenShort,1,GreenShort16,M,23,22
Short-life,GreenShort,1,GreenShort16,F,23,25
Short-life,GreenShort,1,GreenShort16,M,23,25
Short-life,GreenShort,1,GreenShort16,F,22,29
Short-life,GreenShort,1,GreenShort16,F,22,12
Short-life,GreenShort,1,GreenShort17,M,21,17
Short-life,GreenShort,1,GreenShort17,M,23,18
Short-life,GreenShort,1,GreenShort17,M,22,18
Short-life,GreenShort,1,GreenShort17,M,23,19
Short-life,GreenShort,1,GreenShort17,F,22,33
Short-life,GreenShort,1,GreenShort18,F,21,28
Short-life,GreenShort,1,GreenShort18,F,23,32
Short-life,GreenShort,1,GreenShort18,M,22,14
Short-life,GreenShort,1,GreenShort18,M,24,19
Short-life,GreenShort,1,GreenShort18,F,23,25
Short-life,GreenShort,1,GreenShort18,M,22,21
Short-life,GreenShort,1,GreenShort18,M,21,20
Short-life,GreenShort,1,GreenShort18,M,21,18
Short-life,GreenShort,1,GreenShort18,F,21,18
Short-life,GreenShort,1,GreenShort18,M,21,13
Short-life,GreenShort,1,GreenShort18,M,21,14
Short-life,GreenShort,1,GreenShort18,M,21,16
Short-life,GreenShort,1,GreenShort18,M,21,15
Short-life,GreenShort,1,GreenShort18,M,22,15
Short-life,GreenShort,1,GreenShort18,F,24,27
Short-life,GreenShort,1,GreenShort18,F,23,28
Short-life,GreenShort,1,GreenShort18,M,21,18
Short-life,GreenShort,1,GreenShort18,F,23,30
Short-life,GreenShort,1,GreenShort18,M,21,15
Short-life,GreenShort,1,GreenShort18,M,21,14
Short-life,GreenShort,1,GreenShort18,M,21,14
Short-life,GreenShort,1,GreenShort18,F,21,29
Short-life,GreenShort,1,GreenShort18,F,23,24
Short-life,GreenShort,1,GreenShort18,F,22,22
Short-life,GreenShort,1,GreenShort18,M,21,19
Short-life,GreenShort,1,GreenShort18,M,22,14
Short-life,GreenShort,1,GreenShort18,M,21,17
Short-life,GreenShort,1,GreenShort18,M,23,15
Short-life,GreenShort,1,GreenShort18,M,21,19
Short-life,GreenShort,1,GreenShort18,M,21,22
Short-life,GreenShort,1,GreenShort18,M,24,17
Short-life,GreenShort,1,GreenShort18,M,22,14
Short-life,GreenShort,1,GreenShort18,F,21,31
Short-life,GreenShort,1,GreenShort18,M,22,21
Short-life,GreenShort,1,GreenShort18,F,24,25
Short-life,GreenShort,1,GreenShort18,F,22,28
Short-life,GreenShort,1,GreenShort18,M,21,20
Short-life,GreenShort,1,GreenShort18,F,23,25
Short-life,GreenShort,1,GreenShort18,F,24,25
Short-life,GreenShort,1,GreenShort18,F,23,28
Short-life,GreenShort,1,GreenShort18,M,21,17
Short-life,GreenShort,1,GreenShort18,F,23,25
Short-life,GreenShort,1,GreenShort18,F,23,34
Short-life,GreenShort,1,GreenShort18,F,21,27
Short-life,GreenShort,1,GreenShort18,F,22,27
Short-life,GreenShort,1,GreenShort19,M,22,16
Short-life,GreenShort,1,GreenShort19,M,29,19
Short-life,GreenShort,1,GreenShort19,F,30,23
Short-life,GreenShort,1,GreenShort19,M,24,17
Short-life,GreenShort,1,GreenShort19,F,28,28
Short-life,GreenShort,1,GreenShort19,F,23,27
Short-life,GreenShort,1,GreenShort19,F,27,19
Short-life,GreenShort,1,GreenShort19,M,23,20
Short-life,GreenShort,1,GreenShort19,F,29,20
Short-life,GreenShort,1,GreenShort19,F,30,25
Short-life,GreenShort,1,GreenShort19,F,27,23
Short-life,GreenShort,1,GreenShort19,F,23,24
Short-life,GreenShort,1,GreenShort19,F,30,22
Short-life,GreenShort,1,GreenShort19,M,23,19
Short-life,GreenShort,1,GreenShort19,F,29,21
Short-life,GreenShort,1,GreenShort19,M,27,15
Short-life,GreenShort,1,GreenShort19,M,27,16
Short-life,GreenShort,1,GreenShort19,M,27,16
Short-life,GreenShort,1,GreenShort19,M,27,16
Short-life,GreenShort,1,GreenShort19,M,26,18
Short-life,GreenShort,1,GreenShort19,F,24,18
Short-life,GreenShort,1,GreenShort19,M,21,15
Short-life,GreenShort,1,GreenShort19,F,21,25
Short-life,GreenShort,1,GreenShort19,M,29,11
Short-life,GreenShort,1,GreenShort19,M,29,20
Short-life,GreenShort,1,GreenShort19,M,22,21
Short-life,GreenShort,1,GreenShort19,F,24,21
Short-life,GreenShort,1,GreenShort19,F,27,21
Short-life,GreenShort,1,GreenShort19,F,27,22
Short-life,GreenShort,1,GreenShort19,F,27,23
Short-life,GreenShort,1,GreenShort20,M,23,12
Short-life,GreenShort,1,GreenShort20,F,24,23
Short-life,GreenShort,1,GreenShort20,M,23,20
Short-life,GreenShort,1,GreenShort20,M,23,17
Short-life,GreenShort,1,GreenShort20,M,24,24
Short-life,GreenShort,1,GreenShort20,M,21,16
Short-life,GreenShort,1,GreenShort20,M,21,20
Short-life,GreenShort,1,GreenShort20,M,21,19
Short-life,GreenShort,1,GreenShort20,F,22,27
Short-life,GreenShort,1,GreenShort20,M,23,17
Short-life,GreenShort,1,GreenShort20,F,24,29
Short-life,GreenShort,1,GreenShort20,M,22,17
Short-life,GreenShort,1,GreenShort20,M,22,21
Short-life,GreenShort,1,GreenShort20,F,23,21
Short-life,GreenShort,1,GreenShort20,F,23,34
Short-life,GreenShort,1,GreenShort20,M,22,17
Short-life,GreenShort,1,GreenShort20,F,23,31
Short-life,GreenShort,1,GreenShort20,F,23,31
Short-life,GreenShort,1,GreenShort20,M,21,22
Short-life,GreenShort,1,GreenShort20,F,23,26
Short-life,GreenShort,1,GreenShort20,F,23,38
Short-life,GreenShort,1,GreenShort20,M,22,19
Short-life,GreenShort,1,GreenShort20,M,26,18
Short-life,GreenShort,1,GreenShort20,F,24,28
Short-life,GreenShort,1,GreenShort20,F,23,30
Short-life,GreenShort,1,GreenShort20,M,22,21
Short-life,GreenShort,1,GreenShort20,M,21,11
Short-life,GreenShort,1,GreenShort20,F,24,28
Short-life,GreenShort,1,GreenShort20,F,23,25
Short-life,GreenShort,1,GreenShort20,M,22,16
Short-life,GreenShort,1,GreenShort20,F,21,23
Short-life,GreenShort,1,GreenShort20,F,23,29
Short-life,GreenShort,1,GreenShort20,M,23,19
Short-life,GreenShort,1,GreenShort20,M,23,15
Short-life,GreenShort,1,GreenShort20,F,24,25
Short-life,GreenShort,1,GreenShort20,F,24,28
Short-life,RedShort,1,RedShort1,M,21,21
Short-life,RedShort,1,RedShort1,F,22,29
Short-life,RedShort,1,RedShort1,F,24,36
Short-life,RedShort,1,RedShort1,M,21,23
Short-life,RedShort,1,RedShort1,M,24,21
Short-life,RedShort,1,RedShort1,F,23,36
Short-life,RedShort,1,RedShort1,F,23,27
Short-life,RedShort,1,RedShort1,M,21,13
Short-life,RedShort,1,RedShort1,F,23,28
Short-life,RedShort,1,RedShort1,M,23,23
Short-life,RedShort,1,RedShort1,M,22,22
Short-life,RedShort,1,RedShort1,M,22,18
Short-life,RedShort,1,RedShort1,F,24,24
Short-life,RedShort,1,RedShort1,M,23,24
Short-life,RedShort,1,RedShort1,M,24,24
Short-life,RedShort,1,RedShort1,M,22,15
Short-life,RedShort,1,RedShort1,M,23,11
Short-life,RedShort,1,RedShort1,M,21,29
Short-life,RedShort,1,RedShort1,M,21,23
Short-life,RedShort,1,RedShort1,M,24,18
Short-life,RedShort,1,RedShort1,M,22,27
Short-life,RedShort,1,RedShort1,M,24,27
Short-life,RedShort,1,RedShort1,M,21,21
Short-life,RedShort,1,RedShort1,M,22,20
Short-life,RedShort,1,RedShort1,M,21,23
Short-life,RedShort,1,RedShort1,M,23,27
Short-life,RedShort,1,RedShort1,F,22,32
Short-life,RedShort,1,RedShort1,F,22,23
Short-life,RedShort,1,RedShort1,M,22,26
Short-life,RedShort,1,RedShort1,M,21,21
Short-life,RedShort,1,RedShort1,F,23,26
Short-life,RedShort,1,RedShort1,F,22,29
Short-life,RedShort,1,RedShort1,M,22,20
Short-life,RedShort,1,RedShort1,F,21,34
Short-life,RedShort,1,RedShort1,M,23,17
Short-life,RedShort,1,RedShort1,F,22,25
Short-life,RedShort,1,RedShort1,F,24,33
Short-life,RedShort,1,RedShort1,M,24,17
Short-life,RedShort,1,RedShort1,F,22,24
Short-life,RedShort,1,RedShort1,M,22,21
Short-life,RedShort,1,RedShort1,F,26,29
Short-life,RedShort,1,RedShort1,F,24,31
Short-life,RedShort,1,RedShort1,M,22,20
Short-life,RedShort,1,RedShort1,F,21,28
Short-life,RedShort,1,RedShort1,F,24,26
Short-life,RedShort,1,RedShort1,F,24,29
Short-life,RedShort,1,RedShort1,F,22,28
Short-life,RedShort,1,RedShort1,F,23,24
Short-life,RedShort,1,RedShort1,F,22,25
Short-life,RedShort,1,RedShort2,M,23,15
Short-life,RedShort,1,RedShort2,M,22,18
Short-life,RedShort,1,RedShort2,M,21,18
Short-life,RedShort,1,RedShort2,M,23,17
Short-life,RedShort,1,RedShort2,F,22,28
Short-life,RedShort,1,RedShort2,F,22,29
Short-life,RedShort,1,RedShort2,M,21,22
Short-life,RedShort,1,RedShort2,M,22,13
Short-life,RedShort,1,RedShort2,F,21,29
Short-life,RedShort,1,RedShort2,M,22,23
Short-life,RedShort,1,RedShort2,M,21,21
Short-life,RedShort,1,RedShort2,M,26,25
Short-life,RedShort,1,RedShort2,M,22,20
Short-life,RedShort,1,RedShort2,M,23,14
Short-life,RedShort,1,RedShort2,M,22,17
Short-life,RedShort,1,RedShort2,M,23,15
Short-life,RedShort,1,RedShort2,F,21,26
Short-life,RedShort,1,RedShort2,M,21,23
Short-life,RedShort,1,RedShort2,M,21,21
Short-life,RedShort,1,RedShort2,M,22,18
Short-life,RedShort,1,RedShort2,F,23,17
Short-life,RedShort,1,RedShort2,F,23,26
Short-life,RedShort,1,RedShort2,M,23,16
Short-life,RedShort,1,RedShort2,F,21,28
Short-life,RedShort,1,RedShort2,F,21,30
Short-life,RedShort,1,RedShort2,F,22,23
Short-life,RedShort,1,RedShort2,F,23,28
Short-life,RedShort,1,RedShort2,F,23,16
Short-life,RedShort,1,RedShort2,F,22,30
Short-life,RedShort,1,RedShort2,F,22,29
Short-life,RedShort,1,RedShort2,M,21,25
Short-life,RedShort,1,RedShort3,M,23,21
Short-life,RedShort,1,RedShort3,F,23,31
Short-life,RedShort,1,RedShort3,F,21,30
Short-life,RedShort,1,RedShort3,F,21,26
Short-life,RedShort,1,RedShort3,F,23,22
Short-life,RedShort,1,RedShort3,M,21,18
Short-life,RedShort,1,RedShort3,M,21,17
Short-life,RedShort,1,RedShort3,F,22,30
Short-life,RedShort,1,RedShort3,M,21,21
Short-life,RedShort,1,RedShort3,F,21,31
Short-life,RedShort,1,RedShort3,M,22,26
Short-life,RedShort,1,RedShort3,F,23,33
Short-life,RedShort,1,RedShort3,M,23,24
Short-life,RedShort,1,RedShort3,F,21,30
Short-life,RedShort,1,RedShort3,F,22,28
Short-life,RedShort,1,RedShort3,F,21,21
Short-life,RedShort,1,RedShort3,M,24,15
Short-life,RedShort,1,RedShort3,M,21,22
Short-life,RedShort,1,RedShort3,M,31,15
Short-life,RedShort,1,RedShort3,F,22,24
Short-life,RedShort,1,RedShort3,F,23,28
Short-life,RedShort,1,RedShort3,M,22,21
Short-life,RedShort,1,RedShort3,M,22,19
Short-life,RedShort,1,RedShort3,F,23,30
Short-life,RedShort,1,RedShort3,F,25,23
Short-life,RedShort,1,RedShort3,M,21,17
Short-life,RedShort,1,RedShort3,M,23,20
Short-life,RedShort,1,RedShort3,F,22,32
Short-life,RedShort,1,RedShort3,F,23,29
Short-life,RedShort,1,RedShort3,M,22,19
Short-life,RedShort,1,RedShort3,M,22,20
Short-life,RedShort,1,RedShort3,M,21,18
Short-life,RedShort,1,RedShort3,M,21,22
Short-life,RedShort,1,RedShort3,F,23,26
Short-life,RedShort,1,RedShort3,F,21,26
Short-life,RedShort,1,RedShort3,M,23,18
Short-life,RedShort,1,RedShort3,F,22,31
Short-life,RedShort,1,RedShort3,M,21,17
Short-life,RedShort,1,RedShort3,F,22,36
Short-life,RedShort,1,RedShort3,F,23,35
Short-life,RedShort,1,RedShort3,M,21,17
Short-life,RedShort,1,RedShort3,F,26,18
Short-life,RedShort,1,RedShort3,F,24,20
Short-life,RedShort,1,RedShort4,M,23,18
Short-life,RedShort,1,RedShort4,M,22,19
Short-life,RedShort,1,RedShort4,M,22,22
Short-life,RedShort,1,RedShort4,M,22,24
Short-life,RedShort,1,RedShort4,M,23,22
Short-life,RedShort,1,RedShort4,M,22,23
Short-life,RedShort,1,RedShort4,M,26,20
Short-life,RedShort,1,RedShort4,M,25,23
Short-life,RedShort,1,RedShort4,F,31,23
Short-life,RedShort,1,RedShort4,F,23,35
Short-life,RedShort,1,RedShort4,M,21,22
Short-life,RedShort,1,RedShort4,M,22,32
Short-life,RedShort,1,RedShort4,F,26,22
Short-life,RedShort,1,RedShort5,F,23,36
Short-life,RedShort,1,RedShort5,M,23,17
Short-life,RedShort,1,RedShort5,M,22,17
Short-life,RedShort,1,RedShort5,F,24,26
Short-life,RedShort,1,RedShort5,M,23,22
Short-life,RedShort,1,RedShort5,M,22,22
Short-life,RedShort,1,RedShort5,F,22,27
Short-life,RedShort,1,RedShort5,M,21,19
Short-life,RedShort,1,RedShort5,M,21,16
Short-life,RedShort,1,RedShort5,F,23,26
Short-life,RedShort,1,RedShort5,F,23,20
Short-life,RedShort,1,RedShort5,M,23,13
Short-life,RedShort,1,RedShort5,M,24,15
Short-life,RedShort,1,RedShort5,F,23,26
Short-life,RedShort,1,RedShort5,M,28,9
Short-life,RedShort,1,RedShort5,M,22,17
Short-life,RedShort,1,RedShort5,M,21,19
Short-life,RedShort,1,RedShort5,F,21,27
Short-life,RedShort,1,RedShort5,M,22,17
Short-life,RedShort,1,RedShort5,F,24,30
Short-life,RedShort,1,RedShort5,M,22,16
Short-life,RedShort,1,RedShort5,F,24,23
Short-life,RedShort,1,RedShort5,F,24,24
Short-life,RedShort,1,RedShort5,M,21,17
Short-life,RedShort,1,RedShort5,F,24,28
Short-life,RedShort,1,RedShort5,F,24,22
Short-life,RedShort,1,RedShort5,M,21,16
Short-life,RedShort,1,RedShort5,M,21,19
Short-life,RedShort,1,RedShort5,M,23,16
Short-life,RedShort,1,RedShort5,F,23,30
Short-life,RedShort,1,RedShort5,F,23,26
Short-life,RedShort,1,RedShort5,M,24,20
Short-life,RedShort,1,RedShort5,F,23,25
Short-life,RedShort,1,RedShort5,F,23,21
Short-life,RedShort,1,RedShort5,F,23,20
Short-life,RedShort,1,RedShort5,M,25,16
Short-life,RedShort,1,RedShort5,M,21,21
Short-life,RedShort,1,RedShort5,F,24,25
Short-life,RedShort,1,RedShort5,M,22,19
Short-life,RedShort,1,RedShort5,F,23,23
Short-life,RedShort,1,RedShort5,F,22,34
Short-life,RedShort,1,RedShort5,F,23,23
Short-life,RedShort,1,RedShort5,F,23,32
Short-life,RedShort,1,RedShort5,M,23,15
Short-life,RedShort,1,RedShort5,F,24,24
Short-life,RedShort,1,RedShort5,F,21,25
Short-life,RedShort,1,RedShort5,F,23,27
Short-life,RedShort,1,RedShort5,M,21,17
Short-life,RedShort,1,RedShort5,M,23,20
Short-life,RedShort,1,RedShort5,M,23,18
Short-life,RedShort,1,RedShort5,F,24,27
Short-life,RedShort,1,RedShort6,M,22,18
Short-life,RedShort,1,RedShort6,M,22,23
Short-life,RedShort,1,RedShort6,F,25,24
Short-life,RedShort,1,RedShort6,F,23,37
Short-life,RedShort,1,RedShort6,F,23,26
Short-life,RedShort,1,RedShort6,M,22,15
Short-life,RedShort,1,RedShort6,F,23,23
Short-life,RedShort,1,RedShort6,M,22,24
Short-life,RedShort,1,RedShort6,F,24,35
Short-life,RedShort,1,RedShort6,M,23,22
Short-life,RedShort,1,RedShort6,F,23,31
Short-life,RedShort,1,RedShort6,M,22,24
Short-life,RedShort,1,RedShort6,M,22,21
Short-life,RedShort,1,RedShort6,F,24,32
Short-life,RedShort,1,RedShort6,M,22,24
Short-life,RedShort,1,RedShort6,M,22,23
Short-life,RedShort,1,RedShort6,F,24,33
Short-life,RedShort,1,RedShort6,F,23,29
Short-life,RedShort,1,RedShort6,F,24,40
Short-life,RedShort,1,RedShort6,M,22,27
Short-life,RedShort,1,RedShort6,F,23,27
Short-life,RedShort,1,RedShort6,M,22,20
Short-life,RedShort,1,RedShort6,M,22,30
Short-life,RedShort,1,RedShort6,F,24,34
Short-life,RedShort,1,RedShort6,M,22,23
Short-life,RedShort,1,RedShort6,M,24,21
Short-life,RedShort,1,RedShort6,M,23,22
Short-life,RedShort,1,RedShort6,M,24,19
Short-life,RedShort,1,RedShort6,F,23,27
Short-life,RedShort,1,RedShort6,F,22,28
Short-life,RedShort,1,RedShort6,F,23,31
Short-life,RedShort,1,RedShort6,M,27,23
Short-life,RedShort,1,RedShort6,M,22,21
Short-life,RedShort,1,RedShort6,M,22,24
Short-life,RedShort,1,RedShort6,M,22,13
Short-life,RedShort,1,RedShort6,M,22,21
Short-life,RedShort,1,RedShort6,M,21,21
Short-life,RedShort,1,RedShort6,F,24,35
Short-life,RedShort,1,RedShort6,F,23,31
Short-life,RedShort,1,RedShort6,F,23,36
Short-life,RedShort,1,RedShort6,M,23,21
Short-life,RedShort,1,RedShort6,M,23,20
Short-life,RedShort,1,RedShort6,F,23,24
Short-life,RedShort,1,RedShort6,M,22,24
Short-life,RedShort,1,RedShort6,M,21,22
Short-life,RedShort,1,RedShort6,M,23,20
Short-life,RedShort,1,RedShort6,F,23,27
Short-life,RedShort,1,RedShort7,F,21,35
Short-life,RedShort,1,RedShort7,M,24,17
Short-life,RedShort,1,RedShort7,M,24,18
Short-life,RedShort,1,RedShort7,F,21,26
Short-life,RedShort,1,RedShort7,F,23,25
Short-life,RedShort,1,RedShort7,M,23,23
Short-life,RedShort,1,RedShort7,M,25,20
Short-life,RedShort,1,RedShort7,F,26,28
Short-life,RedShort,1,RedShort7,F,22,29
Short-life,RedShort,1,RedShort7,M,24,13
Short-life,RedShort,1,RedShort7,F,21,28
Short-life,RedShort,1,RedShort7,F,22,28
Short-life,RedShort,1,RedShort7,M,21,16
Short-life,RedShort,1,RedShort7,F,26,25
Short-life,RedShort,1,RedShort7,F,23,30
Short-life,RedShort,1,RedShort7,F,26,28
Short-life,RedShort,1,RedShort7,M,24,20
Short-life,RedShort,1,RedShort7,M,21,16
Short-life,RedShort,1,RedShort7,M,21,16
Short-life,RedShort,1,RedShort7,M,21,16
Short-life,RedShort,1,RedShort7,F,22,32
Short-life,RedShort,1,RedShort7,M,21,20
Short-life,RedShort,1,RedShort7,M,25,14
Short-life,RedShort,1,RedShort7,F,24,23
Short-life,RedShort,1,RedShort7,M,24,16
Short-life,RedShort,1,RedShort7,F,25,27
Short-life,RedShort,1,RedShort7,M,24,17
Short-life,RedShort,1,RedShort7,M,22,15
Short-life,RedShort,1,RedShort7,F,24,13
Short-life,RedShort,1,RedShort7,F,21,24
Short-life,RedShort,1,RedShort7,M,22,16
Short-life,RedShort,1,RedShort7,F,26,30
Short-life,RedShort,1,RedShort7,M,22,15
Short-life,RedShort,1,RedShort7,M,24,18
Short-life,RedShort,1,RedShort7,M,23,19
Short-life,RedShort,1,RedShort7,F,23,22
Short-life,RedShort,1,RedShort7,F,24,27
Short-life,RedShort,1,RedShort7,F,21,22
Short-life,RedShort,1,RedShort7,F,23,26
Short-life,RedShort,1,RedShort7,M,21,13
Short-life,RedShort,1,RedShort8,M,21,15
Short-life,RedShort,1,RedShort8,F,24,22
Short-life,RedShort,1,RedShort8,F,21,22
Short-life,RedShort,1,RedShort8,F,21,26
Short-life,RedShort,1,RedShort8,F,28,19
Short-life,RedShort,1,RedShort8,F,21,24
Short-life,RedShort,1,RedShort8,M,24,10
Short-life,RedShort,1,RedShort8,M,21,16
Short-life,RedShort,1,RedShort8,F,22,21
Short-life,RedShort,1,RedShort8,M,21,14
Short-life,RedShort,1,RedShort8,F,26,18
Short-life,RedShort,1,RedShort8,F,21,26
Short-life,RedShort,1,RedShort8,F,21,23
